食品番号,索引番号,食品名,廃棄率(%),エネルギー(kcal),水分(g),たんぱく質(g),脂質(g),炭水化物(g),食物繊維総量(g),ナトリウム(mg),カリウム(mg),カルシウム(mg),マグネシウム(mg),リン(mg),鉄(mg),亜鉛(mg),銅(mg),マンガン(mg),ヨウ素(μg),セレン(μg),クロム(μg),モリブデン(μg),レチノール(μg),αーカロテン(μg),βーカロテン(μg),βークリプトキサンチン(μg),βーカロテン当量(μg),レチノール活性当量(μg),ビタミンD(μg),αートコフェロール(mg),βートコフェロール(mg),γートコフェロール(mg),δートコフェロール(mg),ビタミンK(μg),ビタミンB1(mg),ビタミンB2(mg),ナイアシン当量(mg),ビタミンB6(mg),ビタミンB12(μg),葉酸(μg),パントテン酸(mg),ビオチン(μg),ビタミンC(mg),食塩相当量g,備考
1188,63,こむぎ　［中華めん類］　蒸し中華めん  ソテー,0,211,50.4,5.2,4.9,38.9,3.6,130.0,87.0,10.0,10.0,43.0,0.4,0.2,0.06,0.25,0.0,10.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.5,0.02,0.0,4.0,0.21,0.8,0.0,0.3,食物繊維：AOAC2011.25法
1050,64,こむぎ　［中華めん類］　干し中華めん　乾,0,337,14.7,11.7,1.6,70.2,6.0,410.0,300.0,21.0,23.0,82.0,1.1,0.5,0.15,0.44,0.0,24.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.02,0.03,3.1,0.05,0.0,11.0,0.76,1.4,0.0,1.0,食物繊維：AOAC2011.25法
1051,65,こむぎ　［中華めん類］　干し中華めん　ゆで,0,131,66.8,4.9,0.5,27.5,2.6,66.0,42.0,13.0,10.0,29.0,0.4,0.2,0.05,0.18,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.01,0.0,3.0,0.25,0.5,0.0,0.2,食物繊維：AOAC2011.25法
1052,66,こむぎ　［中華めん類］　沖縄そば　生,0,266,32.3,9.2,2.0,54.2,2.1,810.0,340.0,11.0,50.0,65.0,0.7,1.1,0.18,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.02,0.04,2.6,0.11,0.0,15.0,0.63,0.0,0.0,2.1,別名：沖縄めん
1053,67,こむぎ　［中華めん類］　沖縄そば　ゆで,0,132,65.5,5.2,0.8,28.0,1.5,170.0,80.0,9.0,28.0,28.0,0.4,0.6,0.1,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.01,0.02,1.2,0.03,0.0,6.0,0.23,0.0,0.0,0.4,別名：沖縄めん
1054,68,こむぎ　［中華めん類］　干し沖縄そば　乾,0,317,13.7,12.0,1.7,67.8,2.1,1700.0,130.0,23.0,22.0,100.0,1.5,0.4,0.11,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.12,0.05,3.5,0.05,0.0,8.0,0.49,0.0,0.0,4.3,別名：沖縄めん
1055,69,こむぎ　［中華めん類］　干し沖縄そば　ゆで,0,132,65.0,5.2,0.6,28.6,1.5,200.0,10.0,11.0,8.0,36.0,0.5,0.1,0.05,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,1.2,0.01,0.0,3.0,0.18,0.0,0.0,0.5,別名：沖縄めん
1056,70,こむぎ　［即席めん類］　即席中華めん　油揚げ味付け,0,424,2.0,10.1,16.7,63.5,2.5,2500.0,260.0,430.0,29.0,110.0,1.0,0.5,0.13,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.3,3.1,2.5,1.0,1.46,1.67,2.5,0.06,0.0,12.0,0.41,0.0,0.0,6.4,"別名： インスタントラーメン
添付調味料等を含む"
1057,71,こむぎ　［即席めん類］　即席中華めん　油揚げ　乾　（添付調味料等を含むもの）,0,439,3.0,10.1,19.1,61.4,2.4,2200.0,150.0,230.0,25.0,110.0,0.9,0.5,0.16,0.53,2.0,16.0,7.0,16.0,0.0,0.0,13.0,1.0,14.0,1.0,0.0,2.2,0.3,2.3,2.5,3.0,0.55,0.83,2.6,0.05,0.0,10.0,0.44,1.8,0.0,5.6,"別名： インスタントラーメン
調理前のもの、添付調味料等を含む"
1198,72,こむぎ　［即席めん類］　即席中華めん　油揚げ　調理後全体　（添付調味料等を含むもの）,0,100,78.5,2.3,4.4,13.4,0.5,430.0,33.0,28.0,6.0,20.0,0.2,0.1,0.03,0.12,0.0,4.0,2.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.5,0.0,0.5,0.6,1.0,0.02,0.13,0.6,0.01,0.0,2.0,0.1,0.4,0.0,1.1,"添付調味料等を含む
01057即席中華めん、油揚げ、乾より推計"
1189,73,こむぎ　［即席めん類］　即席中華めん　油揚げ　ゆで　（添付調味料等を含まないもの）,0,189,59.8,3.9,7.7,27.9,2.6,150.0,34.0,95.0,8.0,40.0,0.2,0.2,0.05,0.17,1.0,9.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8,0.1,1.9,0.9,0.0,0.05,0.06,1.1,0.01,0.0,3.0,0.11,0.7,0.0,0.4,"添付調味料等を含まない
食物繊維：AOAC2011.25法"
1144,74,こむぎ　［即席めん類］　即席中華めん　油揚げ　乾　（添付調味料等を含まないもの）,0,453,3.7,8.9,19.6,65.5,5.5,580.0,150.0,220.0,20.0,97.0,0.6,0.4,0.09,0.42,1.0,24.0,5.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.2,0.4,5.8,3.0,1.0,0.16,0.19,2.8,0.05,0.0,9.0,0.26,1.6,0.0,1.5,"調理前のもの、添付調味料等を除く
食物繊維：AOAC2011.25法"
1058,75,こむぎ　［即席めん類］　即席中華めん　非油揚げ　乾　（添付調味料等を含むもの）,0,336,10.0,10.3,5.2,67.1,2.3,2700.0,260.0,110.0,25.0,110.0,0.8,0.4,0.11,0.66,13.0,8.0,3.0,16.0,0.0,0.0,5.0,0.0,5.0,1.0,0.0,1.3,0.3,3.8,2.2,3.0,0.21,0.04,2.7,0.05,0.0,14.0,0.37,2.2,0.0,6.9,"別名： インスタントラーメン
調理前のもの、添付調味料等を含む"
1199,76,こむぎ　［即席めん類］　即席中華めん　非油揚げ　調理後全体　（添付調味料等を含むもの）,0,93,76.2,3.0,0.8,18.7,0.6,430.0,68.0,6.0,6.0,26.0,0.2,0.1,0.03,0.17,4.0,2.0,1.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.2,0.1,0.9,0.7,1.0,0.01,0.01,0.7,0.01,0.0,4.0,0.1,0.6,0.0,1.1,"添付調味料等を含む
01058即席中華めん、非油揚げ、乾より推計"
1190,77,こむぎ　［即席めん類］　即席中華めん　非油揚げ　ゆで　（添付調味料等を含まないもの）,0,139,63.9,3.4,0.8,31.0,2.7,230.0,64.0,94.0,8.0,46.0,0.2,0.2,0.04,0.17,1.0,5.0,2.0,4.0,0.0,10.0,27.0,0.0,31.0,3.0,0.0,0.7,0.2,3.9,1.7,0.0,0.0,0.0,1.1,0.01,0.0,3.0,0.12,0.6,0.0,0.6,"添付調味料等を含まない
食物繊維：AOAC2011.25法"
1145,78,こむぎ　［即席めん類］　即席中華めん　非油揚げ　乾　（添付調味料等を含まないもの）,0,334,10.7,8.5,1.9,75.2,6.5,1200.0,310.0,230.0,21.0,130.0,0.6,0.4,0.08,0.5,3.0,14.0,6.0,15.0,0.0,19.0,53.0,0.0,62.0,5.0,0.0,1.7,0.4,9.4,4.0,0.0,0.01,0.01,2.8,0.05,0.0,8.0,0.34,1.5,0.0,3.0,"調理前のもの、添付調味料等を除く
食物繊維：AOAC2011.25法"
1193,79,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　塩味　乾　（添付調味料等を含むもの）,0,422,5.3,10.9,18.5,58.6,5.8,2300.0,190.0,190.0,25.0,110.0,0.7,0.5,0.09,0.41,5.0,22.0,9.0,15.0,2.0,49.0,260.0,7.0,290.0,26.0,0.2,3.1,0.4,7.5,4.0,17.0,0.9,0.61,2.9,0.07,0.1,16.0,0.3,2.3,2.0,5.8,"調理前のもの、添付調味料等を含む
食物繊維：AOAC2011.25法"
1201,80,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　塩味　調理後全体　（添付調味料等を含むもの）,0,92,79.8,2.5,4.2,13.2,1.3,520.0,43.0,43.0,6.0,24.0,0.2,0.1,0.02,0.09,1.0,5.0,2.0,3.0,0.0,11.0,59.0,1.0,65.0,6.0,0.0,0.7,0.1,1.7,0.9,4.0,0.2,0.14,0.7,0.02,0.0,4.0,0.07,0.5,1.0,1.3,"添付調味料等を含む
01193中華スタイル即席カップめん、油揚げ、塩味、乾より推計
食物繊維：AOAC2011.25法"
1194,81,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　塩味　調理後のめん　（スープを残したもの）,0,175,62.0,3.8,7.7,25.2,2.2,440.0,37.0,76.0,7.0,34.0,0.3,0.2,0.04,0.14,1.0,9.0,3.0,5.0,0.0,12.0,59.0,0.0,65.0,6.0,0.0,1.2,0.2,3.2,1.7,1.0,0.19,0.14,0.9,0.02,0.0,4.0,0.1,0.6,0.0,1.1,"添付調味料等を含む
食物繊維：AOAC2011.25法"
1191,82,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　しょうゆ味　乾　（添付調味料等を含むもの）,0,417,9.7,10.0,19.1,54.6,6.1,2500.0,180.0,200.0,26.0,110.0,0.8,0.5,0.07,0.4,12.0,19.0,7.0,17.0,1.0,25.0,120.0,0.0,130.0,12.0,0.0,2.7,0.4,7.9,4.3,10.0,0.61,0.52,2.7,0.06,0.1,14.0,0.2,2.4,2.0,6.3,"調理前のもの、添付調味料等を含む
食物繊維：AOAC2011.25法"
1200,83,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　しょうゆ味　調理後全体　（添付調味料等を含むもの）,0,90,80.8,2.3,4.5,12.9,1.4,590.0,43.0,46.0,6.0,27.0,0.2,0.1,0.02,0.09,3.0,4.0,2.0,4.0,0.0,6.0,28.0,0.0,31.0,3.0,0.0,0.6,0.1,1.9,1.0,2.0,0.14,0.12,0.6,0.01,0.0,3.0,0.05,0.6,1.0,1.5,"添付調味料等を含む
01191中華スタイル即席カップめん、油揚げ、しょうゆ味、乾より推計
食物繊維：AOAC2011.25法"
1192,84,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　しょうゆ味　調理後のめん　（スープを残したもの）,0,142,69.1,3.0,5.8,20.7,1.9,450.0,33.0,74.0,6.0,28.0,0.2,0.1,0.04,0.13,3.0,7.0,2.0,4.0,0.0,3.0,8.0,0.0,9.0,1.0,0.0,0.9,0.1,2.3,1.3,1.0,0.15,0.14,0.8,0.01,0.0,3.0,0.07,0.6,0.0,1.1,"添付調味料等を含む
食物繊維：AOAC2011.25法"
1060,85,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　焼きそば　乾　（添付調味料等を含むもの）,0,418,11.1,8.2,18.6,57.5,5.7,1500.0,180.0,180.0,27.0,89.0,1.0,0.4,0.12,0.56,6.0,16.0,4.0,15.0,0.0,1.0,50.0,1.0,51.0,4.0,0.0,3.1,0.5,4.4,3.2,14.0,0.48,0.66,2.1,0.06,0.0,13.0,0.38,1.9,1.0,3.8,"別名： カップ焼きそば
調理前のもの、添付調味料等を含む
食物繊維：AOAC2011.25法"
1202,86,こむぎ　［即席めん類］　中華スタイル即席カップめん　油揚げ　焼きそば　調理後全体　（添付調味料等を含むもの）,0,222,53.6,5.0,11.3,34.2,3.3,910.0,100.0,94.0,14.0,54.0,0.4,0.3,0.06,0.3,3.0,9.0,3.0,9.0,0.0,1.0,18.0,1.0,19.0,2.0,0.0,1.8,0.3,4.9,2.5,11.0,0.28,0.3,1.4,0.04,0.0,9.0,0.15,1.1,2.0,2.3,"添付調味料等を含む
01060中華スタイル即席カップめん、油揚げ、焼きそば、乾より推計
食物繊維：AOAC2011.25法"
1061,87,こむぎ　［即席めん類］　中華スタイル即席カップめん　非油揚げ　乾　（添付調味料等を含むもの）,0,314,15.2,9.2,5.8,62.6,6.4,2800.0,250.0,48.0,26.0,100.0,1.2,0.4,0.1,0.66,58.0,14.0,7.0,18.0,0.0,14.0,130.0,9.0,140.0,12.0,0.0,1.1,0.1,3.5,1.7,9.0,0.16,0.13,2.2,0.07,0.0,21.0,0.35,2.9,1.0,7.1,"別名： カップラーメン
調理前のもの、添付調味料等を含む
食物繊維：AOAC2011.25法"
1203,88,こむぎ　［即席めん類］　中華スタイル即席カップめん　非油揚げ　調理後全体　（添付調味料等を含むもの）,0,66,83.5,2.5,2.1,10.2,1.5,560.0,77.0,44.0,7.0,34.0,0.2,0.1,0.02,0.12,14.0,3.0,2.0,4.0,0.0,2.0,27.0,3.0,30.0,3.0,0.0,0.3,0.0,0.9,0.4,3.0,0.1,0.1,0.7,0.02,0.0,4.0,0.08,0.7,2.0,1.4,"添付調味料等を含む
01061中華スタイル即席カップめん、非油揚げ、乾より推計
食物繊維：AOAC2011.25法"
1195,89,こむぎ　［即席めん類］　中華スタイル即席カップめん　非油揚げ　調理後のめん　（スープを残したもの）,0,121,68.8,3.4,1.3,25.3,2.5,380.0,53.0,76.0,7.0,42.0,0.3,0.1,0.03,0.17,10.0,5.0,2.0,3.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.3,0.1,0.9,0.4,1.0,0.05,0.06,0.8,0.01,0.0,3.0,0.07,0.6,0.0,1.0,"添付調味料等を含む
食物繊維：AOAC2011.25法"
1062,90,こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　乾　（添付調味料等を含むもの）,0,437,6.2,10.9,19.8,56.1,6.0,2600.0,150.0,170.0,26.0,160.0,1.3,0.5,0.11,0.54,430.0,13.0,5.0,19.0,0.0,0.0,52.0,2.0,53.0,4.0,0.0,2.6,0.3,5.4,2.8,5.0,0.11,0.05,2.9,0.05,0.2,12.0,0.25,2.0,1.0,6.7,"別名： カップうどん
調理前のもの、添付調味料等を含む
食物繊維：AOAC2011.25法"
1204,91,こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　調理後全体　（添付調味料等を含むもの）,0,91,80.5,2.2,4.7,11.2,1.4,550.0,34.0,41.0,6.0,38.0,0.2,0.1,0.02,0.1,99.0,3.0,1.0,4.0,0.0,1.0,5.0,1.0,6.0,0.0,0.0,0.6,0.1,1.5,0.9,1.0,0.19,0.08,0.6,0.01,0.0,2.0,0.06,0.5,2.0,1.4,"添付調味料等を含む
01062和風スタイル即席カップめん、油揚げ、乾より推計
食物繊維：AOAC2011.25法"
1196,92,こむぎ　［即席めん類］　和風スタイル即席カップめん　油揚げ　調理後のめん　（スープを残したもの）,0,163,64.4,2.7,7.2,24.4,2.4,420.0,26.0,78.0,6.0,48.0,0.2,0.1,0.02,0.13,77.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.1,2.3,1.3,1.0,0.15,0.06,0.7,0.01,0.0,3.0,0.07,0.4,1.0,1.1,"添付調味料等を含む
食物繊維：AOAC2011.25法"
1063,93,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　乾,0,347,11.3,12.9,1.8,73.1,5.4,1.0,200.0,18.0,55.0,130.0,1.4,1.5,0.28,0.82,0.0,63.0,1.0,53.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.3,0.2,0.0,0.0,0.0,0.19,0.06,4.9,0.11,0.0,13.0,0.65,4.0,0.0,0.0,食物繊維：AOAC2011.25法
1064,94,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　ゆで,0,150,60.0,5.8,0.9,32.2,3.0,460.0,14.0,8.0,20.0,53.0,0.7,0.7,0.14,0.35,0.0,32.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.06,0.03,1.7,0.02,0.0,4.0,0.28,1.6,0.0,1.2,"1.5 %食塩水でゆでた場合
食物繊維：AOAC2011.25法"
1173,95,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　ソテー,0,186,57.0,5.5,5.8,30.5,2.9,440.0,13.0,8.0,19.0,50.0,0.7,0.7,0.13,0.33,0.0,31.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,1.6,0.1,6.0,0.06,0.03,1.7,0.02,0.0,4.0,0.27,1.5,0.0,1.1,"原材料配合割合： マカロニ・スパゲッティゆで95、なたね油5
食物繊維：AOAC2011.25法"
1149,96,こむぎ　［マカロニ・スパゲッティ類］　生パスタ　生,0,232,42.0,7.8,1.9,46.9,1.5,470.0,76.0,12.0,18.0,73.0,0.5,0.5,0.12,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.05,0.04,2.6,0.05,0.0,9.0,0.27,0.0,0.0,1.2,"デュラム小麦100 %以外のものも含む
ビタミンB2無添加のもの"
1065,97,こむぎ　［ふ類］　生ふ,0,161,60.0,12.7,0.8,26.2,0.5,7.0,30.0,13.0,18.0,60.0,1.3,1.8,0.25,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.08,0.03,2.9,0.02,0.0,7.0,0.12,0.0,0.0,0.0,
1066,98,こむぎ　［ふ類］　焼きふ　釜焼きふ,0,357,11.3,28.5,2.7,56.9,3.7,6.0,120.0,33.0,43.0,130.0,3.3,2.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,2.6,2.3,0.0,0.16,0.07,9.0,0.08,0.0,16.0,0.58,0.0,0.0,0.0,平釜焼きふ（小町ふ、切りふ、おつゆふ等）及び型釜焼きふ（花ふ等）
1067,99,こむぎ　［ふ類］　焼きふ　板ふ,0,351,12.5,25.6,3.3,57.3,3.8,190.0,220.0,31.0,90.0,220.0,4.9,2.9,0.49,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.6,0.6,0.0,0.2,0.08,8.5,0.16,0.0,22.0,0.79,0.0,0.0,0.5,
1068,100,こむぎ　［ふ類］　焼きふ　車ふ,0,361,11.4,30.2,3.4,54.2,2.6,110.0,130.0,25.0,53.0,130.0,4.2,2.7,0.42,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.12,0.07,8.7,0.07,0.0,11.0,0.47,0.0,0.0,0.3,
1177,101,こむぎ　［ふ類］　油ふ,0,547,7.1,22.7,35.3,34.4,0.0,22.0,71.0,19.0,28.0,95.0,1.7,1.4,0.21,0.94,0.0,38.0,3.0,19.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.9,0.6,13.0,5.8,65.0,0.07,0.03,5.6,0.06,0.1,17.0,0.22,4.6,0.0,0.1,
1070,102,こむぎ　［その他］　小麦はいが,0,391,3.6,32.0,11.6,48.3,14.3,3.0,1100.0,42.0,310.0,1100.0,9.4,16.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,4.0,63.0,5.0,0.0,28.0,11.0,0.0,0.0,2.0,1.82,0.71,10.0,1.24,0.0,390.0,1.34,0.0,0.0,0.0,試料： 焙焼品
1071,103,こむぎ　［その他］　小麦たんぱく　粉末状,0,398,6.5,72.0,9.7,10.6,2.4,60.0,90.0,75.0,75.0,180.0,6.6,5.0,0.75,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1.1,1.1,0.0,0.0,0.0,0.03,0.12,17.0,0.1,0.0,34.0,0.61,0.0,0.0,0.2,
1072,104,こむぎ　［その他］　小麦たんぱく　粒状,0,101,76.0,20.0,2.0,1.8,0.4,36.0,3.0,14.0,16.0,54.0,1.8,1.4,0.22,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.02,0.01,4.8,0.01,0.0,5.0,0.0,0.0,0.0,0.1,試料： 冷凍品
1073,105,こむぎ　［その他］　小麦たんぱく　ペースト状,0,145,66.0,25.0,4.1,3.9,0.5,230.0,39.0,30.0,54.0,160.0,3.0,2.4,0.36,1.57,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,0.0,1.7,1.1,0.4,0.1,0.0,0.2,0.03,7.2,0.04,0.0,17.0,0.45,0.0,0.0,0.6,試料： 冷凍品
1178,106,こむぎ　［その他］　かやきせんべい,0,359,9.8,10.6,1.9,75.1,0.0,970.0,150.0,19.0,27.0,110.0,0.8,0.6,0.15,0.76,1.0,5.0,1.0,15.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.17,0.02,3.0,0.09,0.0,16.0,0.39,2.3,0.0,2.5,別名： おつゆせんべい
1074,107,こむぎ　［その他］　ぎょうざの皮　生,0,275,32.0,9.3,1.4,57.0,2.2,2.0,64.0,16.0,18.0,60.0,0.8,0.6,0.12,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.08,0.04,2.5,0.06,0.0,12.0,0.61,0.0,0.0,0.0,
1075,108,こむぎ　［その他］　しゅうまいの皮　生,0,275,31.1,8.3,1.4,58.9,2.2,2.0,72.0,16.0,17.0,60.0,0.6,0.5,0.1,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.09,0.04,2.2,0.05,0.0,9.0,0.5,0.0,0.0,0.0,
1179,109,こむぎ　［その他］　春巻きの皮　生,0,288,26.7,8.3,1.6,62.2,4.5,440.0,77.0,13.0,13.0,54.0,0.3,0.3,0.09,0.23,1.0,18.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.01,2.0,0.03,0.0,9.0,0.18,0.9,0.0,1.1,食物繊維：AOAC2011.25法
1180,110,こむぎ　［その他］　春巻きの皮　揚げ,0,512,7.3,7.2,30.7,53.7,4.2,370.0,66.0,11.0,11.0,48.0,0.3,0.3,0.09,0.2,0.0,16.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.1,11.0,0.3,47.0,0.02,0.01,1.8,0.02,0.0,8.0,0.18,0.8,0.0,0.9,"植物油（なたね油）
調理による脂質の増減：第1章表13参照
食物繊維：AOAC2011.25法"
1076,111,こむぎ　［その他］　ピザ生地,0,265,35.3,9.1,3.0,51.1,2.3,510.0,91.0,13.0,22.0,77.0,0.8,0.6,0.09,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.4,0.2,0.0,0.15,0.11,2.5,0.05,0.0,20.0,0.54,0.0,0.0,1.3,別名： ピザクラスト
1069,112,こむぎ　［その他］　ちくわぶ,0,160,60.4,7.1,1.2,31.1,1.5,1.0,3.0,8.0,6.0,31.0,0.5,0.2,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,1.7,0.01,0.0,4.0,0.25,0.0,0.0,0.0,
1077,113,こむぎ　［その他］　パン粉　生,0,277,35.0,11.0,5.1,47.6,3.0,350.0,110.0,25.0,29.0,97.0,1.1,0.7,0.15,0.47,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.3,0.2,0.4,0.3,0.0,0.11,0.02,3.1,0.05,0.0,40.0,0.41,0.0,0.0,0.9,(100 g：621 mL、100 mL：16.1 g)
1078,114,こむぎ　［その他］　パン粉　半生,0,315,26.0,12.5,5.8,54.3,3.5,400.0,130.0,28.0,34.0,110.0,1.2,0.8,0.17,0.53,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.4,0.2,0.4,0.3,0.0,0.13,0.03,3.5,0.06,0.0,46.0,0.47,0.0,0.0,1.0,
1079,115,こむぎ　［その他］　パン粉　乾燥,0,369,13.5,14.6,6.8,63.4,4.0,460.0,150.0,33.0,39.0,130.0,1.4,0.9,0.2,0.62,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.4,0.2,0.5,0.4,0.0,0.15,0.03,4.1,0.07,0.0,54.0,0.54,0.0,0.0,1.2,(100 g：498 mL、100 mL：16 g)
1150,116,こむぎ　［その他］　冷めん　生,0,249,36.4,3.9,0.7,57.6,1.1,530.0,59.0,11.0,12.0,57.0,0.3,0.2,0.05,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,1.2,0.02,0.0,4.0,0.11,0.0,0.0,1.3,
1080,117,こめ　［水稲穀粒］　玄米,0,346,14.9,6.8,2.7,74.3,3.0,1.0,230.0,9.0,110.0,290.0,2.1,1.8,0.27,2.06,0.0,3.0,0.0,65.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.2,0.1,0.1,0.0,0.0,0.41,0.04,8.0,0.45,0.0,27.0,1.37,6.0,0.0,0.0,"うるち米
(100 g：120 mL、100 mL：83 g)"
1081,118,こめ　［水稲穀粒］　半つき米,0,345,14.9,6.5,1.8,75.9,1.4,1.0,150.0,7.0,64.0,210.0,1.5,1.6,0.24,1.4,0.0,2.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.0,0.0,0.3,0.03,5.1,0.28,0.0,18.0,1.0,3.5,0.0,0.0,"うるち米
歩留り： 95～96 %
(100 g：120 mL、100 mL：83 g)"
1082,119,こめ　［水稲穀粒］　七分つき米,0,348,14.9,6.3,1.5,76.6,0.9,1.0,120.0,6.0,45.0,180.0,1.3,1.5,0.23,1.05,0.0,2.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.24,0.03,3.2,0.2,0.0,15.0,0.84,2.9,0.0,0.0,"うるち米
歩留り： 92～94 %
(100 g：120 mL、100 mL：83 g)"
1083,120,こめ　［水稲穀粒］　精白米　うるち米,0,342,14.9,6.1,0.9,77.6,0.5,1.0,89.0,5.0,23.0,95.0,0.8,1.4,0.22,0.81,0.0,2.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.08,0.02,2.6,0.12,0.0,12.0,0.66,1.4,0.0,0.0,"うるち米
歩留り： 90～91 %
(100 g：120 mL、100 mL：83 g)"
1151,121,こめ　［水稲穀粒］　精白米　もち米,0,343,14.9,6.4,1.2,77.2,0.5,0.0,97.0,5.0,33.0,100.0,0.2,1.5,0.22,1.3,0.0,2.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.12,0.02,3.1,0.12,0.0,12.0,0.67,1.4,0.0,0.0,"歩留り： 90～91 %
(100 g：120 mL、100 mL：83 g)"
